mode,genres,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key
1,alternative hip hop,0.188262487,0.700917024,246410.9679,0.692815071,0.037373956,0.234603997,-7.516890543,0.250647215,106.8601617,0.612556827,47.2256809,1
1,alternative metal,0.058247126,0.458828115,245465.7618,0.830801209,0.10105936,0.210029773,-5.887320968,0.082687658,126.2008731,0.415303693,47.29666727,2
1,alternative pop,0.110067832,0.455066258,221230.531,0.759271015,0.21461553,0.172594815,-8.791657368,0.050904131,128.5739188,0.547557736,37.63709806,9
1,alternative pop rock,0.170467446,0.619229437,200145.9481,0.720244156,1.21E-05,0.18758303,-4.751005195,0.068705931,116.9995489,0.643760173,54.08095238,10
1,alternative r&b,0.307143641,0.662276883,232475.3739,0.544285719,0.021971325,0.172005752,-8.077162285,0.131475259,114.0929037,0.449027212,58.4841941,7
1,alternative rock,0.157058719,0.478342428,240339.4412,0.711732231,0.165487829,0.190390481,-8.30564627,0.062274001,125.4851876,0.505840296,42.72960826,7
1,alternative roots rock,0.269121737,0.493342105,253674,0.618157895,0.107208088,0.169634211,-7.272171053,0.058494737,113.2267895,0.426184211,45.76315789,9
0,ambeat,0.443113993,0.748507326,234658.4945,0.65407326,0.168069788,0.139291758,-7.358032967,0.138791941,98.54111355,0.692760073,49.7014652,1
1,ambient,0.673274347,0.335075295,350676.8254,0.276297458,0.752905602,0.12553577,-19.52910198,0.043267817,107.2875265,0.191482076,43.24113653,11
1,ambient black metal,0.001325495,0.263833333,356480,0.768166667,0.768183333,0.326033333,-9.345,0.057366667,111.0275,0.241016667,43.83333333,4
1,ambient folk,0.644024245,0.528597293,229449.8165,0.378612308,0.154372716,0.158806895,-12.00958618,0.058655456,114.2455349,0.307602137,44.30612536,9
0,ambient house,0.06545,0.636,294900,0.81225,0.1646,0.29,-12.18375,0.045725,115.005,0.4335,40.5,6
1,ambient idm,0.4775,0.3505,364264,0.5795,0.46250715,0.1205,-10.51,0.0575,150.4915,0.2385,54,8
1,ambient industrial,0.0431,0.746,234013,0.723,0.82,0.0849,-15.59,0.0457,126.575,0.92,28,0
1,ambient pop,0.744708333,0.276416667,228796.4667,0.21773,0.7208758,0.126523333,-17.869,0.036085,95.92368333,0.168668333,44.58333333,2
0,ambient techno,0.12025,0.726,361744.6667,0.558833333,0.3489,0.0939,-13.13666667,0.0317,122.8926667,0.810416667,36.83333333,1
1,ambient worship,0.510917222,0.337427778,301781.8653,0.461504167,0.232129889,0.11332625,-9.622626389,0.037489306,104.6109806,0.215753333,54.90972222,6
1,american 21st century classical,0.987,0.15565,254533,0.02395,0.8915,0.0968,-29.108,0.0451,69.1665,0.04755,46.5,1
1,american choir,0.895728896,0.229740742,212363.2003,0.209583198,0.155397601,0.336345079,-19.87788389,0.096861842,103.7585325,0.195925209,23.71227785,6
1,american classical piano,0.976678152,0.355354722,298995.267,0.096570714,0.811131697,0.136387978,-25.65141647,0.046698521,104.7392025,0.246659711,24.39556906,8
1,american contemporary classical,0.938315815,0.318149665,331714.7432,0.111088435,0.481779547,0.142994198,-25.93967104,0.051622114,99.85311179,0.267308952,30.58515625,9
1,american early music,0.995,0.1715,160866.5,0.06905,0.0415615,0.121,-26.5245,0.05225,168.6375,0.0923,41,6
1,american folk revival,0.849475422,0.535121137,170889.9108,0.231009014,0.03720948,0.164814283,-15.39047259,0.076071377,112.6441458,0.524971353,18.69569121,2
0,american metalcore,0.00257805,0.4075,230631,0.928,0.000266125,0.185425,-4.625,0.2014,151.461,0.2129,44,9
1,american modern classical,0.890689967,0.397382357,280077.8589,0.266845979,0.419244293,0.232495215,-17.60121675,0.131171136,117.0968884,0.401504758,8.804251167,7
0,american oi,0.5382362,0.49552,158653.28,0.51652,0.32337612,0.349756,-12.55932,0.0459,142.33868,0.79184,26.72,5
1,american orchestra,0.877323514,0.267235833,343928.5888,0.175994501,0.551310706,0.239038085,-21.82657546,0.054643213,101.7799451,0.212798945,23.99572264,0
1,american post-rock,0.312072958,0.456697917,300117.2604,0.450555208,0.676551583,0.160279167,-13.17078125,0.043067708,111.2293854,0.237107292,47.51041667,1
1,american primitive,0.660217828,0.34902724,328638.6738,0.372498566,0.841973835,0.129366201,-14.71251828,0.041726882,120.1571627,0.376714337,22.87849462,11
1,american romanticism,0.954570804,0.317399476,187616.5052,0.14343715,0.484956863,0.143919231,-19.62419406,0.042859528,115.7297631,0.234669056,16.46153846,1
1,american shoegaze,0.19400142,0.3704,339934.8,0.7158,0.6326,0.159133333,-9.320466667,0.036306667,110.4108667,0.4142,45.06666667,6
0,anadolu rock,0.5589,0.5321,252515.3,0.472,0.174072,0.1769,-13.1144,0.07428,98.6146,0.6318,41.2,7
1,anarcho-punk,0.056182868,0.28627265,205265.3316,0.860616239,0.009358304,0.28685641,-9.565661538,0.126542308,177.9410769,0.519426838,39.04358974,9
1,anglican liturgy,0.933919192,0.239256566,218504.5859,0.134564141,0.368046056,0.138190404,-21.54920202,0.060165152,86.86002525,0.270639394,21.21212121,0
1,animal singing,0.806,0.799,126286.5,0.6395,0,0.1935,-5.9875,0.04235,114.6885,0.9025,11,7
1,anime,0.126590776,0.48364192,240516.8204,0.827142574,0.091527582,0.180590818,-4.833713903,0.076652443,133.086682,0.457337425,55.96032965,1
1,anime latino,0.280674382,0.49878,230376.22,0.8619,4.48E-06,0.265878,-3.2522,0.051698,142.34088,0.586196,57.3,0
1,anime rock,0.086123897,0.501657672,233282.091,0.861387037,0.021913613,0.228739259,-3.733998148,0.080045794,134.9729177,0.52431746,59.07222222,11
1,anime score,0.300138564,0.473543991,223791.4098,0.647054981,0.300843261,0.166846241,-8.463057128,0.073647515,123.0665832,0.374912543,50.53980281,5
1,ann arbor indie,0.27777,0.547372308,217904.9846,0.450470769,0.12485268,0.130480923,-8.802236923,0.060337231,89.71947077,0.351883077,53.57230769,6
1,anthem emo,0.137116346,0.508879724,209948.969,0.730910753,0.015013799,0.216091767,-6.018700307,0.078019171,130.4331611,0.428667127,51.1296467,5
1,anthem worship,0.214377707,0.473643974,295393.984,0.604471782,0.018875254,0.222877024,-7.504177605,0.047725614,122.9361299,0.327939537,53.03484529,11
1,anti-folk,0.447850447,0.512220937,222971.8225,0.529571856,0.14781886,0.179750179,-9.709752456,0.057295695,121.4384457,0.501308833,44.37824682,7
1,antilliaanse folklore,0.95,0.583,190787,0.566,0.847,0.109,-15.002,0.0476,124.095,0.932,0,0
1,antiviral pop,0.177661363,0.660696595,206002.6289,0.722974734,0.019154897,0.21847259,-6.71892699,0.107731111,123.8299401,0.612280178,54.3221362,2
1,appalachian folk,0.789576891,0.550515519,183226.3568,0.332834394,0.101958877,0.197238348,-13.28696422,0.068482591,121.1591038,0.641304311,19.27100304,9
1,arab folk,0.836626916,0.393916719,367517.4623,0.280880065,0.35308757,0.252596821,-16.09735833,0.066127684,103.5616916,0.436203434,21.27109951,7
0,arab groove,0.412228333,0.543666667,212859.1667,0.422416667,0.469251563,0.190416667,-12.97525,0.034641667,111.6435833,0.5035,38.83333333,10
0,arab pop,0.478771088,0.578910374,286914.0157,0.54113818,0.055004915,0.170225425,-9.560584949,0.053887577,119.6289282,0.602747364,35.18877551,0
1,arabesk,0.5632,0.415,226634.2,0.5714,9.92E-05,0.10428,-8.7186,0.04948,142.2314,0.4826,43.6,8
1,arabic hip hop,0.78,0.351,493796,0.606,0,0.535,-0.91,0.0311,87.889,0.513,0,0
0,arabic jazz,0.907666667,0.487833333,397971.3333,0.171833333,0.3396255,0.126333333,-19.114,0.045783333,118.9391667,0.386,36.16666667,7
0,argentine ambient,0.834166667,0.475666667,162273.1667,0.35373,0.520001583,0.136333333,-14.39316667,0.03855,144.2303333,0.2995,54.83333333,4
1,argentine hardcore,0.01081,0.69,239713.5,0.6535,0.01150665,0.3726,-9.742,0.05555,109.5345,0.655,47.5,6
1,argentine heavy metal,0.0501025,0.58375,316881.25,0.759375,0.08593275,0.1492,-7.25575,0.1272625,145.0185,0.507375,52.625,11
1,argentine hip hop,0.3449875,0.737125,303028.0417,0.690479167,7.76E-07,0.1094875,-4.9554375,0.155341667,139.7246458,0.598354167,74.97916667,1
1,argentine indie,0.292115143,0.557857143,295973.4143,0.564631429,0.163600009,0.168351429,-12.61331429,0.049141429,101.2410429,0.594614286,51.1,6
1,argentine metal,0.0185,0.62,293360,0.816,0.00741,0.0984,-6.208,0.222,179.992,0.668,49,1
1,argentine punk,0.036468333,0.571,243449.1667,0.7865,0.004908883,0.4062,-7.974833333,0.0578,108.1931667,0.578166667,50.16666667,6
1,argentine reggae,0.083024444,0.752342593,237022.5185,0.538953704,0.000319994,0.109765741,-7.863740741,0.072187037,128.0917778,0.756907407,60.27777778,9
1,argentine rock,0.233886503,0.585526463,261144.0876,0.627037409,0.054235784,0.204373845,-9.387355545,0.048354328,116.4855398,0.586626389,55.63371342,7
1,argentine telepop,0.194,0.622,201773,0.697,0,0.305,-11.158,0.0288,138.013,0.843,59,9
1,arizona punk,0.03678,0.490333333,235542.3333,0.939666667,4.00E-07,0.1931,-3.795666667,0.095033333,116.578,0.444333333,49,11
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
